danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,artist,artist popularity,followers,genre,genre code
0.527,0.471,8,-9.901,1,0.0314,0.2,0.0,0.0981,0.571,92.583,audio_features,1koFbbNy8BJvG63B0ExZEQ,spotify:track:1koFbbNy8BJvG63B0ExZEQ,https://api.spotify.com/v1/tracks/1koFbbNy8BJvG63B0ExZEQ,https://api.spotify.com/v1/audio-analysis/1koFbbNy8BJvG63B0ExZEQ,124307,4,The Beatles,87,18129906,rock,0
0.328,0.249,2,-11.777,1,0.0272,0.754,5.77e-06,0.134,0.162,81.257,audio_features,1rxoyGj1QuPoVi8fOft1Kt,spotify:track:1rxoyGj1QuPoVi8fOft1Kt,https://api.spotify.com/v1/tracks/1rxoyGj1QuPoVi8fOft1Kt,https://api.spotify.com/v1/audio-analysis/1rxoyGj1QuPoVi8fOft1Kt,165667,4,The Beatles,87,18129906,rock,0
0.406,0.219,7,-13.155,1,0.0359,0.808,0.599,0.15,0.271,105.345,audio_features,7ExawMDcRz2lMgNEjjYzdr,spotify:track:7ExawMDcRz2lMgNEjjYzdr,https://api.spotify.com/v1/tracks/7ExawMDcRz2lMgNEjjYzdr,https://api.spotify.com/v1/audio-analysis/7ExawMDcRz2lMgNEjjYzdr,134027,4,The Beatles,87,18129906,rock,0
0.593,0.666,7,-10.766,1,0.0485,0.267,0.000226,0.126,0.877,91.054,audio_features,6umlrYhBfLxECERl8CBk6p,spotify:track:6umlrYhBfLxECERl8CBk6p,https://api.spotify.com/v1/tracks/6umlrYhBfLxECERl8CBk6p,https://api.spotify.com/v1/audio-analysis/6umlrYhBfLxECERl8CBk6p,113973,4,The Beatles,87,18129906,rock,0
0.591,0.551,0,-6.605,1,0.0308,0.07,0.0,0.0942,0.81,121.949,audio_features,3jR8Xw0qPyGGv8bvFtNmDw,spotify:track:3jR8Xw0qPyGGv8bvFtNmDw,https://api.spotify.com/v1/tracks/3jR8Xw0qPyGGv8bvFtNmDw,https://api.spotify.com/v1/audio-analysis/3jR8Xw0qPyGGv8bvFtNmDw,167013,4,The Beatles,87,18129906,rock,0
0.818,0.728,10,-8.331,1,0.0314,0.232,0.0642,0.251,0.975,113.059,audio_features,1gFNm7cXfG1vSMcxPpSxec,spotify:track:1gFNm7cXfG1vSMcxPpSxec,https://api.spotify.com/v1/tracks/1gFNm7cXfG1vSMcxPpSxec,https://api.spotify.com/v1/audio-analysis/1gFNm7cXfG1vSMcxPpSxec,188960,4,The Beatles,87,18129906,rock,0
0.249,0.0994,6,-19.266,0,0.04,0.959,0.926,0.454,0.0357,118.99,audio_features,6n42oei7aEx2I0dcluKAGx,spotify:track:6n42oei7aEx2I0dcluKAGx,https://api.spotify.com/v1/tracks/6n42oei7aEx2I0dcluKAGx,https://api.spotify.com/v1/audio-analysis/6n42oei7aEx2I0dcluKAGx,136693,3,The Beatles,87,18129906,rock,0
0.494,0.47,8,-9.599,0,0.0301,0.21,0.0,0.28,0.698,103.477,audio_features,2ylCrFiBu98SC0vFfaCent,spotify:track:2ylCrFiBu98SC0vFfaCent,https://api.spotify.com/v1/tracks/2ylCrFiBu98SC0vFfaCent,https://api.spotify.com/v1/audio-analysis/2ylCrFiBu98SC0vFfaCent,180320,4,The Beatles,87,18129906,rock,0
0.581,0.28,4,-9.091,0,0.0381,0.936,1.56e-05,0.305,0.813,137.831,audio_features,5GjPQ0eI7AgmOnADn1EO6Q,spotify:track:5GjPQ0eI7AgmOnADn1EO6Q,https://api.spotify.com/v1/tracks/5GjPQ0eI7AgmOnADn1EO6Q,https://api.spotify.com/v1/audio-analysis/5GjPQ0eI7AgmOnADn1EO6Q,126533,4,The Beatles,87,18129906,rock,0
0.754,0.571,2,-8.547,1,0.0421,0.0173,0.0,0.3,0.82,122.463,audio_features,06ypiqmILMdVeaiErMFA91,spotify:track:06ypiqmILMdVeaiErMFA91,https://api.spotify.com/v1/tracks/06ypiqmILMdVeaiErMFA91,https://api.spotify.com/v1/audio-analysis/06ypiqmILMdVeaiErMFA91,148893,4,The Beatles,87,18129906,rock,0
0.373,0.934,9,-6.753,1,0.0591,0.116,0.00445,0.0962,0.918,136.037,audio_features,70Dohn82wv6VtxGesqRzbZ,spotify:track:70Dohn82wv6VtxGesqRzbZ,https://api.spotify.com/v1/tracks/70Dohn82wv6VtxGesqRzbZ,https://api.spotify.com/v1/audio-analysis/70Dohn82wv6VtxGesqRzbZ,176507,4,The Beatles,87,18129906,rock,0
0.523,0.51,7,-9.827,0,0.0514,0.0123,8.38e-05,0.108,0.789,120.432,audio_features,2jAojvUaPoHPFSPpF0UNRo,spotify:track:2jAojvUaPoHPFSPpF0UNRo,https://api.spotify.com/v1/tracks/2jAojvUaPoHPFSPpF0UNRo,https://api.spotify.com/v1/audio-analysis/2jAojvUaPoHPFSPpF0UNRo,137840,4,The Beatles,87,18129906,rock,0
0.361,0.857,7,-6.6,1,0.163,0.0341,0.00624,0.86,0.523,95.114,audio_features,3J2RmOkB4VRBv4N66Nor0y,spotify:track:3J2RmOkB4VRBv4N66Nor0y,https://api.spotify.com/v1/tracks/3J2RmOkB4VRBv4N66Nor0y,https://api.spotify.com/v1/audio-analysis/3J2RmOkB4VRBv4N66Nor0y,122133,4,The Beatles,87,18129906,rock,0
0.0,0.0613,9,-22.937,1,0.0,0.318,0.0,0.317,0.0,0.0,audio_features,7rNv06qGP8OwY49hw06V0p,spotify:track:7rNv06qGP8OwY49hw06V0p,https://api.spotify.com/v1/tracks/7rNv06qGP8OwY49hw06V0p,https://api.spotify.com/v1/audio-analysis/7rNv06qGP8OwY49hw06V0p,13853,0,The Beatles,87,18129906,rock,0
0.703,0.369,5,-11.754,1,0.0347,0.859,0.000102,0.0844,0.754,118.11,audio_features,4JZK2mTiWNFsEGJ14Z0ptX,spotify:track:4JZK2mTiWNFsEGJ14Z0ptX,https://api.spotify.com/v1/tracks/4JZK2mTiWNFsEGJ14Z0ptX,https://api.spotify.com/v1/audio-analysis/4JZK2mTiWNFsEGJ14Z0ptX,136173,4,The Beatles,87,18129906,rock,0
0.67,0.776,4,-10.035,1,0.0749,0.0168,3.01e-06,0.0732,0.765,96.93,audio_features,19QXdPRZFHI5kNK3tN8Mh7,spotify:track:19QXdPRZFHI5kNK3tN8Mh7,https://api.spotify.com/v1/tracks/19QXdPRZFHI5kNK3tN8Mh7,https://api.spotify.com/v1/audio-analysis/19QXdPRZFHI5kNK3tN8Mh7,168573,4,The Beatles,87,18129906,rock,0
0.49,0.579,1,-10.301,0,0.0344,0.217,0.0,0.0644,0.879,119.403,audio_features,5tztLBvTlNC15Np2tnQ5Ll,spotify:track:5tztLBvTlNC15Np2tnQ5Ll,https://api.spotify.com/v1/tracks/5tztLBvTlNC15Np2tnQ5Ll,https://api.spotify.com/v1/audio-analysis/5tztLBvTlNC15Np2tnQ5Ll,122573,4,The Beatles,87,18129906,rock,0
0.318,0.53,2,-6.521,1,0.0369,0.0907,0.0,0.145,0.423,137.423,audio_features,5od7xyJpszivAXNkBc5SL8,spotify:track:5od7xyJpszivAXNkBc5SL8,https://api.spotify.com/v1/tracks/5od7xyJpszivAXNkBc5SL8,https://api.spotify.com/v1/audio-analysis/5od7xyJpszivAXNkBc5SL8,207680,3,The Beatles,87,18129906,rock,0
0.364,0.457,4,-14.162,0,0.0675,0.29,0.000106,0.922,0.175,163.219,audio_features,0hKRSZhUGEhKU6aNSPBACZ,spotify:track:0hKRSZhUGEhKU6aNSPBACZ,https://api.spotify.com/v1/tracks/0hKRSZhUGEhKU6aNSPBACZ,https://api.spotify.com/v1/audio-analysis/0hKRSZhUGEhKU6aNSPBACZ,337413,4,The Beatles,87,18129906,rock,0
0.698,0.293,0,-11.361,1,0.0332,0.784,0.0106,0.0936,0.724,117.613,audio_features,1dxbAIfCASqv6jix2R1Taj,spotify:track:1dxbAIfCASqv6jix2R1Taj,https://api.spotify.com/v1/tracks/1dxbAIfCASqv6jix2R1Taj,https://api.spotify.com/v1/audio-analysis/1dxbAIfCASqv6jix2R1Taj,148413,4,The Beatles,87,18129906,rock,0
0.51,0.893,9,-9.267,1,0.0342,0.00102,5.85e-05,0.201,0.934,142.657,audio_features,183Klch3PBWLz2S6zNUVxR,spotify:track:183Klch3PBWLz2S6zNUVxR,https://api.spotify.com/v1/tracks/183Klch3PBWLz2S6zNUVxR,https://api.spotify.com/v1/audio-analysis/183Klch3PBWLz2S6zNUVxR,163467,4,The Beatles,87,18129906,rock,0
0.493,0.33,4,-11.555,0,0.0384,0.918,0.000139,0.281,0.195,162.502,audio_features,2i9KZZlTOYfX7EtMHtX5NS,spotify:track:2i9KZZlTOYfX7EtMHtX5NS,https://api.spotify.com/v1/tracks/2i9KZZlTOYfX7EtMHtX5NS,https://api.spotify.com/v1/audio-analysis/2i9KZZlTOYfX7EtMHtX5NS,291960,4,The Beatles,87,18129906,rock,0
0.538,0.378,9,-14.117,0,0.0387,0.934,0.758,0.456,0.16,117.185,audio_features,7zJKIrxcH2jY4TOqpvoLvH,spotify:track:7zJKIrxcH2jY4TOqpvoLvH,https://api.spotify.com/v1/tracks/7zJKIrxcH2jY4TOqpvoLvH,https://api.spotify.com/v1/audio-analysis/7zJKIrxcH2jY4TOqpvoLvH,139360,4,The Beatles,87,18129906,rock,0
0.39,0.781,7,-7.878,1,0.0364,4.3e-05,0.412,0.1,0.199,113.511,audio_features,2bQZ9BBhP7vSBiyDz7KXnv,spotify:track:2bQZ9BBhP7vSBiyDz7KXnv,https://api.spotify.com/v1/tracks/2bQZ9BBhP7vSBiyDz7KXnv,https://api.spotify.com/v1/audio-analysis/2bQZ9BBhP7vSBiyDz7KXnv,385013,4,The Beatles,87,18129906,rock,0
0.352,0.479,6,-9.965,1,0.0338,0.339,0.000353,0.486,0.354,126.166,audio_features,3Umg8CDhO8dOSj7yBTInYb,spotify:track:3Umg8CDhO8dOSj7yBTInYb,https://api.spotify.com/v1/tracks/3Umg8CDhO8dOSj7yBTInYb,https://api.spotify.com/v1/audio-analysis/3Umg8CDhO8dOSj7yBTInYb,304667,4,The Beatles,87,18129906,rock,0
0.665,0.31,2,-8.928,1,0.0278,0.68,0.0,0.0877,0.568,108.211,audio_features,1hgvykolO4kBIEozATmpyj,spotify:track:1hgvykolO4kBIEozATmpyj,https://api.spotify.com/v1/tracks/1hgvykolO4kBIEozATmpyj,https://api.spotify.com/v1/audio-analysis/1hgvykolO4kBIEozATmpyj,139467,4,The Beatles,87,18129906,rock,0
0.468,0.644,2,-11.269,1,0.0439,0.27,0.000156,0.185,0.966,169.778,audio_features,1Y57iWs9X7krJxQpuFLAjq,spotify:track:1Y57iWs9X7krJxQpuFLAjq,https://api.spotify.com/v1/tracks/1Y57iWs9X7krJxQpuFLAjq,https://api.spotify.com/v1/audio-analysis/1Y57iWs9X7krJxQpuFLAjq,136747,4,The Beatles,87,18129906,rock,0
0.55,0.295,2,-12.462,1,0.0313,0.451,7.83e-06,0.231,0.736,138.658,audio_features,3kHZUMP24ImkH9PHgjljKB,spotify:track:3kHZUMP24ImkH9PHgjljKB,https://api.spotify.com/v1/tracks/3kHZUMP24ImkH9PHgjljKB,https://api.spotify.com/v1/audio-analysis/3kHZUMP24ImkH9PHgjljKB,119333,4,The Beatles,87,18129906,rock,0
0.474,0.939,11,-8.884,0,0.199,0.00472,0.674,0.19,0.499,166.829,audio_features,1FTCA6wQwulQFokDddKE68,spotify:track:1FTCA6wQwulQFokDddKE68,https://api.spotify.com/v1/tracks/1FTCA6wQwulQFokDddKE68,https://api.spotify.com/v1/audio-analysis/1FTCA6wQwulQFokDddKE68,72640,4,The Beatles,87,18129906,rock,0
0.71,0.474,2,-11.609,1,0.0331,0.944,0.0163,0.256,0.813,111.623,audio_features,07C5ez7XXvd9sE5YM3X83F,spotify:track:07C5ez7XXvd9sE5YM3X83F,https://api.spotify.com/v1/tracks/07C5ez7XXvd9sE5YM3X83F,https://api.spotify.com/v1/audio-analysis/07C5ez7XXvd9sE5YM3X83F,169560,4,The Beatles,87,18129906,rock,0
0.493,0.525,9,-9.289,1,0.0315,0.182,4.4e-06,0.148,0.449,127.492,audio_features,7orb0y6ySGdsYZywMoQtsD,spotify:track:7orb0y6ySGdsYZywMoQtsD,https://api.spotify.com/v1/tracks/7orb0y6ySGdsYZywMoQtsD,https://api.spotify.com/v1/audio-analysis/7orb0y6ySGdsYZywMoQtsD,147973,4,The Beatles,87,18129906,rock,0
0.555,0.57,7,-7.869,1,0.0302,0.415,0.0,0.191,0.899,88.316,audio_features,0y1LLH0NiwOD5tM3aNMXTr,spotify:track:0y1LLH0NiwOD5tM3aNMXTr,https://api.spotify.com/v1/tracks/0y1LLH0NiwOD5tM3aNMXTr,https://api.spotify.com/v1/audio-analysis/0y1LLH0NiwOD5tM3aNMXTr,156867,4,The Beatles,87,18129906,rock,0
0.511,0.794,2,-6.876,1,0.0887,0.000312,0.0,0.555,0.847,121.517,audio_features,4krhZH4q9oZT86bvA4HN6F,spotify:track:4krhZH4q9oZT86bvA4HN6F,https://api.spotify.com/v1/tracks/4krhZH4q9oZT86bvA4HN6F,https://api.spotify.com/v1/audio-analysis/4krhZH4q9oZT86bvA4HN6F,154467,4,The Beatles,87,18129906,rock,0
0.459,0.735,4,-9.772,1,0.0384,0.232,0.0,0.943,0.938,164.869,audio_features,6Onh1jm8nv8N0sZuL8LNpT,spotify:track:6Onh1jm8nv8N0sZuL8LNpT,https://api.spotify.com/v1/tracks/6Onh1jm8nv8N0sZuL8LNpT,https://api.spotify.com/v1/audio-analysis/6Onh1jm8nv8N0sZuL8LNpT,155133,4,The Beatles,87,18129906,rock,0
0.387,0.266,10,-12.38,0,0.0302,0.655,0.0129,0.143,0.271,89.173,audio_features,0dPsctAum4J6B9Z2xTRz2A,spotify:track:0dPsctAum4J6B9Z2xTRz2A,https://api.spotify.com/v1/tracks/0dPsctAum4J6B9Z2xTRz2A,https://api.spotify.com/v1/audio-analysis/0dPsctAum4J6B9Z2xTRz2A,287053,4,The Beatles,87,18129906,rock,0
0.699,0.752,2,-9.565,1,0.0354,0.879,0.000237,0.265,0.968,128.919,audio_features,5RuE7nwp4TWsRvLXG7Yjy2,spotify:track:5RuE7nwp4TWsRvLXG7Yjy2,https://api.spotify.com/v1/tracks/5RuE7nwp4TWsRvLXG7Yjy2,https://api.spotify.com/v1/audio-analysis/5RuE7nwp4TWsRvLXG7Yjy2,136000,4,The Beatles,87,18129906,rock,0
0.65,0.753,2,-9.124,1,0.0359,0.601,0.0,0.0432,0.932,129.656,audio_features,5RByFPf1KIxItpeG3dvtBv,spotify:track:5RByFPf1KIxItpeG3dvtBv,https://api.spotify.com/v1/tracks/5RByFPf1KIxItpeG3dvtBv,https://api.spotify.com/v1/audio-analysis/5RByFPf1KIxItpeG3dvtBv,145320,4,The Beatles,87,18129906,rock,0
0.178,0.283,2,-11.436,1,0.0298,0.613,8.04e-05,0.127,0.19,161.293,audio_features,4Smnlr2WoaZa4CUs0isAPU,spotify:track:4Smnlr2WoaZa4CUs0isAPU,https://api.spotify.com/v1/tracks/4Smnlr2WoaZa4CUs0isAPU,https://api.spotify.com/v1/audio-analysis/4Smnlr2WoaZa4CUs0isAPU,165613,4,The Beatles,87,18129906,rock,0
0.767,0.331,1,-10.777,0,0.0337,0.64,0.0,0.0681,0.636,113.312,audio_features,65vdMBskhx3akkG9vQlSH1,spotify:track:65vdMBskhx3akkG9vQlSH1,https://api.spotify.com/v1/tracks/65vdMBskhx3akkG9vQlSH1,https://api.spotify.com/v1/audio-analysis/65vdMBskhx3akkG9vQlSH1,149693,4,The Beatles,87,18129906,rock,0
0.354,0.281,7,-12.434,1,0.032,0.661,0.763,0.243,0.367,113.126,audio_features,1y8kq7M3tBw4zAttsZMya8,spotify:track:1y8kq7M3tBw4zAttsZMya8,https://api.spotify.com/v1/tracks/1y8kq7M3tBw4zAttsZMya8,https://api.spotify.com/v1/audio-analysis/1y8kq7M3tBw4zAttsZMya8,140733,4,The Beatles,87,18129906,rock,0
0.787,0.762,0,-10.758,1,0.0818,0.268,8.09e-05,0.0707,0.679,119.302,audio_features,2LfQmUUVZTs2Or7ipA0sNR,spotify:track:2LfQmUUVZTs2Or7ipA0sNR,https://api.spotify.com/v1/tracks/2LfQmUUVZTs2Or7ipA0sNR,https://api.spotify.com/v1/audio-analysis/2LfQmUUVZTs2Or7ipA0sNR,119160,4,The Beatles,87,18129906,rock,0
0.631,0.387,5,-11.529,1,0.0262,0.742,0.000406,0.0822,0.832,103.11,audio_features,09x9v1o51dbqi5H0u7UGfp,spotify:track:09x9v1o51dbqi5H0u7UGfp,https://api.spotify.com/v1/tracks/09x9v1o51dbqi5H0u7UGfp,https://api.spotify.com/v1/audio-analysis/09x9v1o51dbqi5H0u7UGfp,105933,4,The Beatles,87,18129906,rock,0
0.531,0.525,4,-13.038,0,0.0298,0.326,0.0,0.432,0.786,114.533,audio_features,1Xgu0QTqRtOKPeEHd3EVik,spotify:track:1Xgu0QTqRtOKPeEHd3EVik,https://api.spotify.com/v1/tracks/1Xgu0QTqRtOKPeEHd3EVik,https://api.spotify.com/v1/audio-analysis/1Xgu0QTqRtOKPeEHd3EVik,163547,4,The Beatles,87,18129906,rock,0
0.679,0.592,9,-5.963,1,0.0402,0.0964,0.0138,0.16,0.55,113.265,audio_features,7afyyi8zn4FzWbcJ70F56V,spotify:track:7afyyi8zn4FzWbcJ70F56V,https://api.spotify.com/v1/tracks/7afyyi8zn4FzWbcJ70F56V,https://api.spotify.com/v1/audio-analysis/7afyyi8zn4FzWbcJ70F56V,180520,4,The Beatles,87,18129906,rock,0
0.402,0.86,4,-10.31,1,0.0504,0.607,0.0,0.736,0.822,142.445,audio_features,7JxGM1R32ZqfwZou3VtnTg,spotify:track:7JxGM1R32ZqfwZou3VtnTg,https://api.spotify.com/v1/tracks/7JxGM1R32ZqfwZou3VtnTg,https://api.spotify.com/v1/audio-analysis/7JxGM1R32ZqfwZou3VtnTg,146440,4,The Beatles,87,18129906,rock,0
0.399,0.091,2,-15.499,1,0.0314,0.849,0.000105,0.106,0.185,134.702,audio_features,2fS3WRUilBxRoFMk3HVaoW,spotify:track:2fS3WRUilBxRoFMk3HVaoW,https://api.spotify.com/v1/tracks/2fS3WRUilBxRoFMk3HVaoW,https://api.spotify.com/v1/audio-analysis/2fS3WRUilBxRoFMk3HVaoW,176133,4,The Beatles,87,18129906,rock,0
0.378,0.677,2,-8.63,1,0.0298,0.0635,0.0,0.183,0.648,106.071,audio_features,1hTUFqJuQAMjXVGwUPWDqi,spotify:track:1hTUFqJuQAMjXVGwUPWDqi,https://api.spotify.com/v1/tracks/1hTUFqJuQAMjXVGwUPWDqi,https://api.spotify.com/v1/audio-analysis/1hTUFqJuQAMjXVGwUPWDqi,135693,4,The Beatles,87,18129906,rock,0
0.38,0.829,5,-6.105,1,0.0405,8.4e-05,0.00208,0.342,0.0534,125.887,audio_features,00oZhqZIQfL9P5CjOP6JsO,spotify:track:00oZhqZIQfL9P5CjOP6JsO,https://api.spotify.com/v1/tracks/00oZhqZIQfL9P5CjOP6JsO,https://api.spotify.com/v1/audio-analysis/00oZhqZIQfL9P5CjOP6JsO,179547,4,The Beatles,87,18129906,rock,0
0.47,0.0693,4,-15.798,1,0.038,0.928,0.681,0.146,0.285,129.005,audio_features,2rMTGwQjnOcK6T0yBCDmvb,spotify:track:2rMTGwQjnOcK6T0yBCDmvb,https://api.spotify.com/v1/tracks/2rMTGwQjnOcK6T0yBCDmvb,https://api.spotify.com/v1/audio-analysis/2rMTGwQjnOcK6T0yBCDmvb,228253,3,The Beatles,87,18129906,rock,0
0.523,0.731,2,-8.613,1,0.0559,0.0207,0.000464,0.081,0.81,117.089,audio_features,64P3zpRsDHIk7YTpRtaKYL,spotify:track:64P3zpRsDHIk7YTpRtaKYL,https://api.spotify.com/v1/tracks/64P3zpRsDHIk7YTpRtaKYL,https://api.spotify.com/v1/audio-analysis/64P3zpRsDHIk7YTpRtaKYL,144773,4,The Beatles,87,18129906,rock,0
0.551,0.395,0,-14.755,1,0.0501,0.368,0.88,0.0932,0.261,92.929,audio_features,1itLKsCWHtLnxALkgBk1Fa,spotify:track:1itLKsCWHtLnxALkgBk1Fa,https://api.spotify.com/v1/tracks/1itLKsCWHtLnxALkgBk1Fa,https://api.spotify.com/v1/audio-analysis/1itLKsCWHtLnxALkgBk1Fa,135520,4,The Beatles,87,18129906,rock,0
0.4,0.48,7,-7.768,1,0.0295,0.346,3.1e-05,0.155,0.653,103.436,audio_features,68BTFws92cRztMS1oQ7Ewj,spotify:track:68BTFws92cRztMS1oQ7Ewj,https://api.spotify.com/v1/tracks/68BTFws92cRztMS1oQ7Ewj,https://api.spotify.com/v1/audio-analysis/68BTFws92cRztMS1oQ7Ewj,230387,4,The Beatles,87,18129906,rock,0
0.543,0.429,7,-10.249,1,0.0397,0.424,0.0,0.25,0.638,78.943,audio_features,2MdBcgXwYcuXN3ekvhehN0,spotify:track:2MdBcgXwYcuXN3ekvhehN0,https://api.spotify.com/v1/tracks/2MdBcgXwYcuXN3ekvhehN0,https://api.spotify.com/v1/audio-analysis/2MdBcgXwYcuXN3ekvhehN0,213080,4,The Beatles,87,18129906,rock,0
0.311,0.325,2,-9.042,1,0.0283,0.0469,0.0,0.139,0.668,65.09,audio_features,25yQPHgC35WNnnOUqFhgVR,spotify:track:25yQPHgC35WNnnOUqFhgVR,https://api.spotify.com/v1/tracks/25yQPHgC35WNnnOUqFhgVR,https://api.spotify.com/v1/audio-analysis/25yQPHgC35WNnnOUqFhgVR,208467,1,The Beatles,87,18129906,rock,0
0.649,0.123,7,-15.657,1,0.0396,0.825,3.14e-06,0.0627,0.358,93.82,audio_features,2oMVSmJx1l2FVXjVbx5DTc,spotify:track:2oMVSmJx1l2FVXjVbx5DTc,https://api.spotify.com/v1/tracks/2oMVSmJx1l2FVXjVbx5DTc,https://api.spotify.com/v1/audio-analysis/2oMVSmJx1l2FVXjVbx5DTc,138360,4,The Beatles,87,18129906,rock,0
0.629,0.551,0,-8.281,1,0.0256,0.22,0.0,0.0432,0.685,113.155,audio_features,2ue1KRstSKHF8jQkIJZiNC,spotify:track:2ue1KRstSKHF8jQkIJZiNC,https://api.spotify.com/v1/tracks/2ue1KRstSKHF8jQkIJZiNC,https://api.spotify.com/v1/audio-analysis/2ue1KRstSKHF8jQkIJZiNC,116480,3,The Beatles,87,18129906,rock,0
0.811,0.629,7,-9.012,1,0.0429,0.045,0.00145,0.0709,0.54,123.585,audio_features,121AmMmQnBWZh8HNjZwuK6,spotify:track:121AmMmQnBWZh8HNjZwuK6,https://api.spotify.com/v1/tracks/121AmMmQnBWZh8HNjZwuK6,https://api.spotify.com/v1/audio-analysis/121AmMmQnBWZh8HNjZwuK6,154849,4,The Beatles,87,18129906,rock,0
0.794,0.149,1,-15.714,1,0.946,0.962,0.0,0.151,0.96,129.03,audio_features,7rJyaMfst2659UXAZCGP9E,spotify:track:7rJyaMfst2659UXAZCGP9E,https://api.spotify.com/v1/tracks/7rJyaMfst2659UXAZCGP9E,https://api.spotify.com/v1/audio-analysis/7rJyaMfst2659UXAZCGP9E,23307,4,The Beatles,87,18129906,rock,0
0.491,0.801,4,-9.835,1,0.0361,0.27,0.0,0.0665,0.971,160.109,audio_features,3KiexfmhxHvG5IgAElmTkd,spotify:track:3KiexfmhxHvG5IgAElmTkd,https://api.spotify.com/v1/tracks/3KiexfmhxHvG5IgAElmTkd,https://api.spotify.com/v1/audio-analysis/3KiexfmhxHvG5IgAElmTkd,173947,4,The Beatles,87,18129906,rock,0
0.29,0.247,7,-12.125,1,0.0383,0.921,0.00565,0.0917,0.36,165.361,audio_features,2B4Y9u4ERAFiMo13XPJyGP,spotify:track:2B4Y9u4ERAFiMo13XPJyGP,https://api.spotify.com/v1/tracks/2B4Y9u4ERAFiMo13XPJyGP,https://api.spotify.com/v1/audio-analysis/2B4Y9u4ERAFiMo13XPJyGP,144880,4,The Beatles,87,18129906,rock,0
0.455,0.582,4,-10.009,1,0.0292,0.629,4.22e-06,0.172,0.927,140.928,audio_features,4dessGxnKXmTbHPhVgqODq,spotify:track:4dessGxnKXmTbHPhVgqODq,https://api.spotify.com/v1/tracks/4dessGxnKXmTbHPhVgqODq,https://api.spotify.com/v1/audio-analysis/4dessGxnKXmTbHPhVgqODq,110493,4,The Beatles,87,18129906,rock,0
0.533,0.66,4,-7.694,1,0.0337,0.346,0.0,0.26,0.818,131.975,audio_features,70HNt0eoBVqr4ss68U8x3B,spotify:track:70HNt0eoBVqr4ss68U8x3B,https://api.spotify.com/v1/tracks/70HNt0eoBVqr4ss68U8x3B,https://api.spotify.com/v1/audio-analysis/70HNt0eoBVqr4ss68U8x3B,138667,4,The Beatles,87,18129906,rock,0
0.554,0.904,4,-6.319,0,0.0536,0.0638,0.0,0.259,0.801,123.443,audio_features,7nhrlsT1P4qsslp28UA1BI,spotify:track:7nhrlsT1P4qsslp28UA1BI,https://api.spotify.com/v1/tracks/7nhrlsT1P4qsslp28UA1BI,https://api.spotify.com/v1/audio-analysis/7nhrlsT1P4qsslp28UA1BI,190120,4,The Beatles,87,18129906,rock,0
0.724,0.456,0,-10.587,1,0.0748,0.412,0.0928,0.198,0.32,127.521,audio_features,2FiSf5JfTNvAFUMiiOWUdx,spotify:track:2FiSf5JfTNvAFUMiiOWUdx,https://api.spotify.com/v1/tracks/2FiSf5JfTNvAFUMiiOWUdx,https://api.spotify.com/v1/audio-analysis/2FiSf5JfTNvAFUMiiOWUdx,138533,4,The Beatles,87,18129906,rock,0
0.376,0.391,5,-13.214,1,0.0398,0.676,0.205,0.152,0.175,120.234,audio_features,2EVjL6ljSRdzvHvFgCXS7K,spotify:track:2EVjL6ljSRdzvHvFgCXS7K,https://api.spotify.com/v1/tracks/2EVjL6ljSRdzvHvFgCXS7K,https://api.spotify.com/v1/audio-analysis/2EVjL6ljSRdzvHvFgCXS7K,333400,4,The Beatles,87,18129906,rock,0
0.703,0.215,2,-23.03,1,0.0892,0.728,1.23e-06,0.13,0.522,100.874,audio_features,6UCFZ9ZOFRxK8oak7MdPZu,spotify:track:6UCFZ9ZOFRxK8oak7MdPZu,https://api.spotify.com/v1/tracks/6UCFZ9ZOFRxK8oak7MdPZu,https://api.spotify.com/v1/audio-analysis/6UCFZ9ZOFRxK8oak7MdPZu,25987,3,The Beatles,87,18129906,rock,0
0.633,0.67,4,-9.888,1,0.0377,0.811,0.00156,0.174,0.96,131.226,audio_features,6PWpB4J9xKnYh71TXojz9N,spotify:track:6PWpB4J9xKnYh71TXojz9N,https://api.spotify.com/v1/tracks/6PWpB4J9xKnYh71TXojz9N,https://api.spotify.com/v1/audio-analysis/6PWpB4J9xKnYh71TXojz9N,162813,4,The Beatles,87,18129906,rock,0
0.704,0.241,1,-13.258,1,0.0476,0.625,2.8e-05,0.0868,0.661,140.411,audio_features,1NrbnHlR2BFREcyWXHIHip,spotify:track:1NrbnHlR2BFREcyWXHIHip,https://api.spotify.com/v1/tracks/1NrbnHlR2BFREcyWXHIHip,https://api.spotify.com/v1/audio-analysis/1NrbnHlR2BFREcyWXHIHip,157667,4,The Beatles,87,18129906,rock,0
0.45,0.34,4,-13.886,1,0.0336,0.777,0.0,0.22,0.456,101.253,audio_features,3PzNwVdR8BNzKCBahvAYOm,spotify:track:3PzNwVdR8BNzKCBahvAYOm,https://api.spotify.com/v1/tracks/3PzNwVdR8BNzKCBahvAYOm,https://api.spotify.com/v1/audio-analysis/3PzNwVdR8BNzKCBahvAYOm,170933,3,The Beatles,87,18129906,rock,0
